osm_id,nome,marca,filial,tipo_comercio,amenidade,morada_completa,rua,numero_porta,codigo_postal,cidade,suburbio,estado,pais,telefone,email,website,horario,entrega,auto_checkout,estacionamento,acessibilidade_cadeira_rodas,latitude,longitude
way/215284287,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,43.5397689,-5.6876946
way/215617990,Mercadona,Mercadona,,supermarket,,Avenida de la Diputación s/n,Avenida de la Diputación,s/n,18230,Atarfe,,,,+34 958 43 65 96,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,37.2191447,-3.6879329
way/217386595,Mercadona,Mercadona,,supermarket,,Carrer Comte de Montemolin,Carrer Comte de Montemolin,,,,,,,+34 936343436,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,41.5585655,2.2305679
way/217454877,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3060319,-3.9264711
way/217482395,Mercadona,Mercadona,,supermarket,,,,,,Conil de la Frontera,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,36.2846061,-6.0886943
way/218015792,Mercadona,Mercadona,,supermarket,,Calle de Federico García Lorca,Calle de Federico García Lorca,,28806,,,,,,,https://www.mercadona.es,,,,,yes,40.5058566,-3.3651815
way/218870627,Mercadona,Mercadona,,supermarket,,Avinguda de Blasco Ibáñez 69,Avinguda de Blasco Ibáñez,69,46970,Alaquas,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:00,,,,,39.4590874,-0.4485142
way/219429715,Mercadona,Mercadona,,supermarket,,Avenida de Zaragoza s/n,Avenida de Zaragoza,s/n,50100,La Almunia de Doña Godina,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,41.4843736,-1.3704318
way/221265726,Mercadona,Mercadona,,supermarket,,Carrer de l'Arcàdia s/n,Carrer de l'Arcàdia,s/n,8206,Sabadell,,,,34937173251,,https://www.mercadona.es,Mo-Sa 09:15-21:15; Su off,,,,yes,41.5550549,2.0897539
way/221400851,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.6198879,-0.9856101
way/221814787,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.2481834,-0.798091
way/222149434,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,37.9641046,-0.7306856
way/222351487,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.5924508,3.3784344
way/222542509,Mercadona,Mercadona,,supermarket,,Carretera d'Artà 92,Carretera d'Artà,92,7450,Can Picafort,,,,34971851872,,https://www.mercadona.es,Mo-Sa 09:00-22:00; Su 09:00-15:00,,,,yes,39.7625063,3.1508166
way/223007832,Mercadona,Mercadona,,supermarket,,C/ Valencia,C/ Valencia,,,Benijófar,,,,,,,,,,,,38.0683964,-0.733757
way/223532291,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.3256492,-5.4118493
way/223532292,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.3257323,-5.4116317
way/224519640,Mercadona,Mercadona,,supermarket,,Avenida Alcalde Manuel de Valle 54,Avenida Alcalde Manuel de Valle,54,41008,Sevilla,,,,+34 955 79 68 50,,https://www.mercadona.es,,,,,yes,37.415055,-5.9732224
way/224883168,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.4984339,-3.3706945
way/226263892,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.5486291,-4.6360564
way/229497958,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:30-21:30,,,,,36.6617,-4.5621232
way/230933183,Mercadona,Mercadona,,supermarket,,Avinguda Fernando Alemany,Avinguda Fernando Alemany,,3780,Pego,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,38.8470846,-0.1167009
way/231891583,Mercadona,Mercadona,,supermarket,,Pol. Pedrosa C/ De La Pedrosa,Pol. Pedrosa C/ De La Pedrosa,,8783,,,,,,,https://www.mercadona.es,,,,,,41.4992388,1.8206278
way/232406090,Mercadona,Mercadona,,supermarket,,carrer de Pol·lèntia 57,carrer de Pol·lèntia,57,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.8505058,3.1271373
way/232419447,Mercadona,Mercadona,,supermarket,,Carretera Vieja de Peñíscola,Carretera Vieja de Peñíscola,,12598,,,,,,,https://www.mercadona.es,,,,,,40.370473,0.3940252
way/233734053,Mercadona,Mercadona,,supermarket,,,,,,Utrera,,,,,,https://www.mercadona.es,,,,,,37.1878677,-5.7876225
way/234471135,Mercadona,Mercadona,,supermarket,,Calle Merkatondoa 33-36,Calle Merkatondoa,33-36,31200,,,,,+34 948784455,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,42.654853,-2.0265611
way/235182087,Mercadona,Mercadona,,supermarket,,,,,18500,Guadix,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,37.2970488,-3.1289084
way/236303614,Mercadona,Mercadona,,supermarket,,Calle del Monasterio de las Huelgas 17,Calle del Monasterio de las Huelgas,17,28034,Madrid,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.5026793,-3.7072676
way/237697873,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.5129062,2.3825893
way/237949250,Mercadona,Mercadona,,supermarket,,,,,,Salamanca,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,40.956805,-5.6779604
way/238211934,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.3747501,1.1668614
way/238304819,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.0459664,-4.8660431
way/240047212,Mercadona,Mercadona,,supermarket,,Ctra Benitatxell-Moraira,Ctra Benitatxell-Moraira,,,Benitatxell,,,,+34 966495182,,https://www.mercadona.es,,,,,yes,38.7174127,0.1406994
way/240615923,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,38.3997622,-0.5177458
way/241106253,Mercadona,Mercadona,,supermarket,,Calle Doctor Ramos Acosta 104,Calle Doctor Ramos Acosta,104,29140,,,,,,,https://www.mercadona.es,,,,,,36.6620416,-4.4985871
way/242508404,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.2316371,-3.9798107
way/243082231,Mercadona,Mercadona,,supermarket,,Rúa de Castela e León 4,Rúa de Castela e León,4,15707,Santiago de Compostela,,,,,,,,,,,,42.9010263,-8.5073769
way/243115974,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.8881876,-0.208358
way/243606377,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.4631402,-0.4694512
way/244046189,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-22:00; Su 09:00-15:00,,,,yes,42.1244399,3.1219491
way/244539614,Mercadona,Mercadona,,supermarket,,Calle Los Olivos,Calle Los Olivos,,38670,Adeje,,,,+34 922781609,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,28.124915,-16.7401795
node/246255153,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,38.3617135,-0.4802513
way/247583141,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.0231749,-4.5701711
way/248085046,Mercadona,Mercadona,,supermarket,,Carrer de Montoliu 9,Carrer de Montoliu,9,25200,Cervera,,,,34973306380,,https://www.mercadona.es,Mo-Su 09:15-21:15,,,,yes,41.6723083,1.2700963
node/248924091,Mercadona,Mercadona,,supermarket,,Avenida de la Autonomía s/n,Avenida de la Autonomía,s/n,50003,Zaragoza,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,41.6609331,-0.9069655
way/250095964,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-22:00,,,,,38.08319,-0.6531334
way/251212680,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,43.1467837,-5.8249625
way/251323230,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.4546227,-3.9259234
way/252267020,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,36.7224772,-4.5441893
way/252519911,Mercadona,Mercadona,,supermarket,,Carrer de València 31,Carrer de València,31,46210,Picanya,,,,,,https://www.mercadona.es,,,,,,39.4383395,-0.4324912
way/253124820,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.5570192,-6.3264955
way/253771853,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3121614,-3.7954006
way/254913580,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,43.3988912,-3.4407868
way/255193812,Mercadona,Mercadona,,supermarket,,Calle de Julio Jaurena 4,Calle de Julio Jaurena,4,39011,Santander,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:45,,,,,43.4578612,-3.8577264
way/255350840,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.6446928,2.4092233
way/255768436,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3904269,-5.7491531
node/256367249,Mercadona,Mercadona,,supermarket,,,,,,Oviedo / Uviéu,,,,,,https://www.mercadona.es,,,,,,43.3672759,-5.8492206
way/257668291,Mercadona,Mercadona,,supermarket,,Calle Puerta de Huerta,Calle Puerta de Huerta,,45300,Ocaña,,,,,,https://www.mercadona.es,,,,,yes,39.9537712,-3.5062365
way/257758893,Mercadona,Mercadona,,supermarket,,Calle de Noruega,Calle de Noruega,,14014,Córdoba,,,,+34 957 32 57 29,,,Mo-Sa 09:00-21:00,,,,,37.8997909,-4.7361476
way/259019613,Mercadona,Mercadona,,supermarket,,Calle Blas Infante,Calle Blas Infante,,,Écija,,,,,,https://www.mercadona.es,,,,,,37.5339077,-5.0765572
node/259497568,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,41.6495529,-0.8983307
way/259932703,Mercadona,Mercadona,,supermarket,,,,,7141,,,,,,,https://www.mercadona.es,,,,,,39.6129212,2.6893794
way/260205910,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.6906278,-6.1267819
node/260550762,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.6589599,-0.8740899
way/263282764,Mercadona,Mercadona,,supermarket,,Calle del Carril 2,Calle del Carril,2,4140,,,,,+34 950130886,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.9975784,-1.8960454
way/263282781,Mercadona,Mercadona,,supermarket,parking,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,surface,,36.9976062,-1.8960025
way/263642562,Mercadona,Mercadona,,supermarket,,Calle Telémaco 3,Calle Telémaco,3,28027,Madrid,,,,+34 913 57 77 00,,https://mercadona.es,Mo-Sa 09:00-21:30,,,,yes,40.4481073,-3.6460878
way/264206593,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,41.6673986,2.7803513
way/264281581,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.4710797,-0.3457424
way/264282833,Mercadona,Mercadona,,supermarket,,Calle Doctor Fleming 40,Calle Doctor Fleming,40,4760,,,,,+34 950491759,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.8417327,-2.9463364
way/264914527,Mercadona,Mercadona,,supermarket,,Carrer del Mestre Serrano 22,Carrer del Mestre Serrano,22,12580,Benicarló,,,,,,https://www.mercadona.es,"Mo-Sa 09:00-21:30; PH,Su off",,,,,40.4212041,0.4255961
way/265138339,Mercadona,Mercadona,,supermarket,,Calle La Mata,Calle La Mata,,45500,Torrijos,,,,34925760664,,https://www.mercadona.es,,,,,,39.9894513,-4.2812763
way/265582079,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,38.6037975,-0.0476976
way/266943953,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,41.3857796,2.0098709
way/267065388,Mercadona,Mercadona,,supermarket,,Calle Velázquez 7,Calle Velázquez,7,13600,Alcázar de San Juan,,,,,,https://www.mercadona.es,,,,,,39.3926998,-3.203709
way/267200593,Mercadona,Mercadona,,supermarket,,Avenida de Gandhi 6,Avenida de Gandhi,6,18140,La Zubia,,,,+34 958 54 13 00,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,37.1289512,-3.5841324
way/267390684,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,43.5283748,-5.6142443
way/270125779,Mercadona,Mercadona,,supermarket,,Paseo Santxiki,Paseo Santxiki,,31192,,,,,+34 948786597,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,42.7941004,-1.6137573
way/270125780,Mercadona,Mercadona,,supermarket,,Avenida de Guipúzcoa,Avenida de Guipúzcoa,,31012,,,,,+34 948786596,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,42.8320849,-1.6660221
way/270635722,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,yes,38.3413337,-0.4920436
way/273082573,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.4852676,-0.7755842
way/273210202,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,38.9682205,-5.8069537
way/273984947,Mercadona,Mercadona,,supermarket,,Calle Guirre 1,Calle Guirre,1,35660,Corralejo,,,,+34 928347822,,,Mo-Sa 09:00-21:30,,,,yes,28.7128912,-13.8699842
way/274339900,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.0749992,-0.5148592
way/275151907,Mercadona,Mercadona,,supermarket,,Avinguda de les Teixidores,Avinguda de les Teixidores,,,,,,,+34 938823358,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,41.5432266,2.2219895
way/276175037,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,39.4029948,-3.128402
node/280770565,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.5160394,-4.8790934
way/283080092,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.1551477,-5.4498813
way/283371732,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.6804622,-3.6209173
way/283574407,Mercadona,Mercadona,,supermarket,,Carretera Bétera - Riba-Roja,Carretera Bétera - Riba-Roja,,46183,l'Eliana,,,,+34 962743520,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,39.5586737,-0.5056012
way/284602127,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.9064999,-4.7961823
way/286789781,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3427566,-3.8701694
way/286804910,Mercadona,Mercadona,,supermarket,,Carrer del Camí de la Granja Coromines s/n,Carrer del Camí de la Granja Coromines,s/n,,,,,,+34 938823726,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,41.5223819,2.2234223
way/292520838,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.8887609,-3.7063295
way/292809928,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,,,,,,38.4675893,-0.7866566
way/293517253,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,yes,41.5762878,2.5445952
way/294483796,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30; PH off,,,,yes,40.3827896,-3.6258486
way/294514003,Mercadona,Mercadona,,supermarket,,Avinguda d'Apel·les Mestres 103,Avinguda d'Apel·les Mestres,103,8820,el Prat de Llobregat,,,,+34 938 84 57 68,,https://www.mercadona.es/,Mo-Sa 09:00-21:00,,,,,41.3241177,2.0846215
way/294941109,Mercadona,Mercadona,,supermarket,,Calle Praga 5,Calle Praga,5,11405,Jerez de la Frontera,,,,,,https://www.mercadona.es,,,,,,36.6929246,-6.1094143
node/295033764,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,38.4247086,-0.3919948
way/296354693,Mercadona,Mercadona,,supermarket,,Avenida de Santa Eugenia 10,Avenida de Santa Eugenia,10,28031,Madrid,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,limited,40.3850865,-3.6117248
way/297273818,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.1954296,-0.5584512
way/297651776,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.9325118,-4.0230119
way/298797975,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,36.6898081,-6.1373682
way/299361341,Mercadona,Mercadona,,supermarket,,Calle López de Ayala,Calle López de Ayala,,6200,Almendralejo,,,,,,https://www.mercadona.es,,,,,yes,38.6788287,-6.4111969
way/299556461,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.556503,-3.6268855
node/299647728,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3158644,-3.7356711
way/299851400,Mercadona,Mercadona,,supermarket,,Avenida de Madridejos 17,Avenida de Madridejos,17,45860,Villacañas,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.6188664,-3.3357404
way/300177684,Mercadona,Mercadona,,supermarket,,Calle Juan Ramón Jiménez 2,Calle Juan Ramón Jiménez,2,18680,,,,,+34 958617110,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,36.7461049,-3.5837493
way/300264674,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,36.7773859,-2.7834664
way/300300047,Mercadona,Mercadona,,supermarket,,Calle Velázquez s/n,Calle Velázquez,s/n,33211,Gijón/Xixón,,,,+34 985144596,,https://www.mercadona.es,,,,,,43.5196615,-5.6745235
way/300513025,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.1921583,-6.9725032
way/300719256,Mercadona,Mercadona,,supermarket,,"Calle Vistahermosa, 24","Calle Vistahermosa, 24",,6200,Almendralejo,,,,34924663633,,https://www.mercadona.es,,,,,,38.6809485,-6.4026721
way/301752472,Mercadona,Mercadona,,supermarket,,Carlos V,Carlos V,,52006,Melilla,,,,,,,,,,,,35.2820041,-2.9399948
way/302622746,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,39.8899163,-4.0546181
way/302629194,Mercadona,Mercadona,,supermarket,,Avinguda de Joan Miró,Avinguda de Joan Miró,,7014,Palma de Mallorca,,,,,,https://www.mercadona.es,,,,,,39.5679918,2.6277318
node/303104584,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.6361611,-4.0165737
node/303618661,Mercadona,Maxi Dia,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30; Su off,,,,yes,37.3895142,-5.973939
way/304149614,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.4451707,-3.3632511
way/305418008,Mercadona,Mercadona,,supermarket,,Calle María Zambrano,Calle María Zambrano,,,,,,,+34 916 05 50 18,,https://www.mercadona.es,,,,,,40.2314012,-3.7775346
way/305514187,Mercadona,Mercadona,,supermarket,,"Paseo Blas Cabrera Felipe ""Físico""","Paseo Blas Cabrera Felipe ""Físico""",,35016,Las Palmas de Gran Canaria,,,,,,,,,,,,28.0707532,-15.4186218
way/306806365,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,38.0008087,-0.6715882
way/307514242,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.5176038,1.8987209
way/308249212,Mercadona,Mercadona,,supermarket,,Avenida de Fraga Iribarne 7,Avenida de Fraga Iribarne,7,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,43.2754568,-8.2180488
way/308258168,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,39.4875767,2.8863809
way/310163869,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,37.3783088,-5.9458226
way/312465853,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.2837392,-3.78324
way/313099416,Mercadona,Mercadona,,supermarket,,Calle Alfonso Godínez 24,Calle Alfonso Godínez,24,6011,Badajoz,,,,,,,,,,,,38.8613579,-6.9866588
way/315734165,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,,Mo-Sa 09:00-21:30,,,,yes,37.7485019,-0.9653065
way/315833776,Mercadona,Mercadona,,supermarket,,Calle Fernanda Calado,Calle Fernanda Calado,,41720,Los Palacios y Villafranca,,,,,,https://www.mercadona.es,,,,,yes,37.162407,-5.9351639
way/316358946,Mercadona,Mercadona,,supermarket,,Armentiagana kalea 15,Armentiagana kalea,15,1007,Vitoria-Gasteiz,,,,,,https://www.mercadona.es,,,,,,42.8357667,-2.7009298
way/317496350,Mercadona,Mercadona,,supermarket,,Avenida Carmen Amaya,Avenida Carmen Amaya,,,,,,,,,https://www.mercadona.es,,,,,,41.3544399,2.1168558
way/317912200,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,9:00-21:00,,,,,41.5315118,1.8766779
node/318321813,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,39.4750318,-0.348203
node/318325840,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,39.4745644,-0.3481778
way/318526015,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,41.7364746,1.823745
way/319254675,Mercadona,Mercadona,,supermarket,,Carrer de Santa Cecilia s/n,Carrer de Santa Cecilia,s/n,46980,Paterna,,VC,,,,https://www.mercadona.es,09:00-21:30,,,,,39.5182777,-0.4226814
way/321107575,Mercadona,Mercadona,,supermarket,,Calle Estalajes 167,Calle Estalajes,167,,,,,,,,https://www.mercadona.es,,,,,,38.260849,-5.6853954
node/321384119,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:15-21:15,,,,,39.9920361,-0.0334215
node/322818457,Mercadona,Mercadona,,supermarket,,N-340 s/n,N-340,s/n,29793,Torrox-Costa,,,,+34 952532311,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,yes,36.7326858,-3.9686443
way/322865950,Mercadona,Mercadona,,supermarket,,Calle Moraleja de Enmedio 8,Calle Moraleja de Enmedio,8,28938,Móstoles,,,,,,https://www.mercadona.es,,,,,yes,40.3131542,-3.8695492
node/323158035,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,40.3316298,-3.8560718
way/323893464,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.4808956,-3.3778931
way/326062685,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.3626029,-3.7656326
way/326494736,Mercadona,Mercadona,,supermarket,,,,,29649,Mijas,,,,,,https://www.mercadona.es,Mo-Sa 09:00-21:30,,,,,36.5069109,-4.6766336
way/327043977,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,42.2216888,-8.7088554
way/328801989,Mercadona,Mercadona,,supermarket,,,,,,,,,,,,https://www.mercadona.es,,,,,,40.4344793,-3.6314773
way/329106343,Mercadona,Mercadona,,supermarket,,"Camino Viejo de Coín 2,3,4",Camino Viejo de Coín,"2,3,4",,,,,,,,https://www.mercadona.es,,,,,,36.5371419,-4.6439087
way/330528125,Mercadona,Mercadona,,supermarket,,Camí de Cas Ramons 1,Camí de Cas Ramons,1,7820,Sant Antoni de Portmany,,,,+34 871 901233,,,Mo-Sa 09:00-21:30; Su off,,,,,38.9864657,1.3057514
